"","Start","ID","Type","Via","Altitude(ft/m)","Position (lat/long)","Distance (leg/total)","Name","URL"
"1473","•","BISET","FIX","A451 (AWY-LO)","35,000 / 10,668","18.38927 / 69.30179","86  / 2211 nm","","https://flightplandatabase.com/plan/1021193"
"1474","•","BBB","VOR","A451 (AWY-LO)","35,000 / 10,668","19.08539 / 72.87536","207  / 2419 nm","MUMBAI VOR-DME","https://flightplandatabase.com/plan/1021193"
"1475","•","OPAKA","FIX","G450 (AWY-LO)","35,000 / 10,668","19.63917 / 74.54944","100  / 2519 nm","","https://flightplandatabase.com/plan/1021193"
"1476","•","MELAX","FIX","L505 (AWY-LO)","35,000 / 10,668","19.49864 / 75.63236","61  / 2581 nm","","https://flightplandatabase.com/plan/1021193"
"1477","•","IBELA","FIX","L505 (AWY-LO)","35,000 / 10,668","19.37589 / 76.83219","68  / 2649 nm","","https://flightplandatabase.com/plan/1021193"
"1478","•","BUSBO","FIX","L505 (AWY-LO)","35,000 / 10,668","19.24951 / 78.12508","73  / 2723 nm","","https://flightplandatabase.com/plan/1021193"
"1479","•","MEPOK","FIX","L301 (AWY-LO)","35,000 / 10,668","18.07019 / 81.99821","231  / 2955 nm","","https://flightplandatabase.com/plan/1021193"
"1480","•","NOLOV","FIX","-","35,000 / 10,668","18.25701 / 81.99643","11  / 2966 nm","","https://flightplandatabase.com/plan/1021193"
"1481","•","DORIL","FIX","W41 (AWY-LO)","35,000 / 10,668","19.42594 / 84.21458","144  / 3110 nm","","https://flightplandatabase.com/plan/1021193"
"1482","•","MEPOL","FIX","W41 (AWY-LO)","35,000 / 10,668","19.66351 / 84.67071","29  / 3140 nm","","https://flightplandatabase.com/plan/1021193"
"1483","•","BBS","VOR","W41 (AWY-LO)","35,000 / 10,668","20.24478 / 85.81131","73  / 3213 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/1021193"
"1484","•","BUBKO","FIX","G472 (AWY-LO)","35,000 / 10,668","19.18436 / 88.66403","173  / 3386 nm","","https://flightplandatabase.com/plan/1021193"
"1485","•","SAGOD","FIX","G472 (AWY-LO)","35,000 / 10,668","17.93006 / 91.99697","204  / 3590 nm","","https://flightplandatabase.com/plan/1021193"
"1486","•","PTN","VOR","G472 (AWY-LO)","16,700 / 5,090","16.81461 / 94.77667","172  / 3763 nm","PATHEIN VOR-DME","https://flightplandatabase.com/plan/1021193"
"1487","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","78  / 3842 nm","YANGON INTL","https://flightplandatabase.com/plan/1021193"
"1488","O","UUDD","APT","-","0 / 0","55.40919 / 37.90143","- / 0 nm","Moscou Domodedovo","https://flightplandatabase.com/plan/1179188"
"1489","•","FE","NDB","-","27,900 / 8,504","54.24028 / 38.90222","78  / 78 nm","OKTYABRSKIY NDB","https://flightplandatabase.com/plan/1179188"
"1490","•","OBESO","FIX","G3 (AWY-LO)","35,000 / 10,668","53.83333 / 40.95417","76  / 154 nm","","https://flightplandatabase.com/plan/1179188"
"1491","•","QL","NDB","G3 (AWY-LO)","35,000 / 10,668","53.68333 / 41.68333","27  / 182 nm","ALGASOVO NDB","https://flightplandatabase.com/plan/1179188"
"1492","•","OLOLA","FIX","G3 (AWY-LO)","35,000 / 10,668","53.53167 / 42.50333","30  / 212 nm","","https://flightplandatabase.com/plan/1179188"
"1493","•","HB","NDB","G3 (AWY-LO)","35,000 / 10,668","53.51667 / 42.61667","4  / 216 nm","ZEMETCHINO NDB","https://flightplandatabase.com/plan/1179188"
"1494","•","LUKER","FIX","G3 (AWY-LO)","35,000 / 10,668","53.20833 / 44.47333","69  / 285 nm","","https://flightplandatabase.com/plan/1179188"
"1495","•","UWPP","APT","G3 (AWY-LO)","35,000 / 10,668","53.11000 / 45.02333","20  / 306 nm","","https://flightplandatabase.com/plan/1179188"
"1496","•","OG","NDB","G3 (AWY-LO)","35,000 / 10,668","52.85000 / 46.08333","41  / 347 nm","RUSSKY KAMESHKIR NDB","https://flightplandatabase.com/plan/1179188"
"1497","•","PEGAS","FIX","G3 (AWY-LO)","35,000 / 10,668","52.58500 / 47.02167","37  / 385 nm","","https://flightplandatabase.com/plan/1179188"
"1498","•","BATUR","FIX","G3 (AWY-LO)","35,000 / 10,668","52.25167 / 48.13667","45  / 431 nm","","https://flightplandatabase.com/plan/1179188"
"1499","•","ABARO","FIX","G3 (AWY-LO)","35,000 / 10,668","52.12333 / 48.56167","17  / 448 nm","","https://flightplandatabase.com/plan/1179188"
"1500","•","ARISA","FIX","G3 (AWY-LO)","35,000 / 10,668","51.49000 / 50.54833","82  / 531 nm","","https://flightplandatabase.com/plan/1179188"
"1501","•","URL","VOR","G3 (AWY-LO)","35,000 / 10,668","51.14583 / 51.54083","42  / 574 nm","URALSK VOR-DME","https://flightplandatabase.com/plan/1179188"
"1502","•","VEVIK","FIX","A368 (AWY-LO)","35,000 / 10,668","50.86694 / 52.59139","43  / 617 nm","","https://flightplandatabase.com/plan/1179188"
"1503","•","SIVKO","FIX","A368 (AWY-LO)","35,000 / 10,668","50.30750 / 54.56361","82  / 699 nm","","https://flightplandatabase.com/plan/1179188"
"1504","•","BOLGO","FIX","B142 (AWY-LO)","35,000 / 10,668","49.66917 / 56.63333","88  / 788 nm","","https://flightplandatabase.com/plan/1179188"
"1505","•","KEKUN","FIX","B142 (AWY-LO)","35,000 / 10,668","49.10389 / 58.33278","74  / 862 nm","","https://flightplandatabase.com/plan/1179188"
"1506","•","EL","NDB","B142 (AWY-LO)","35,000 / 10,668","47.83361 / 59.51972","89  / 952 nm","SHALKAR NDB","https://flightplandatabase.com/plan/1179188"
"1507","•","IDROS","FIX","B142 (AWY-LO)","35,000 / 10,668","46.55444 / 61.21722","103  / 1056 nm","","https://flightplandatabase.com/plan/1179188"
"1508","•","AVLAK","FIX","B142 (AWY-LO)","35,000 / 10,668","46.18111 / 61.69167","29  / 1085 nm","","https://flightplandatabase.com/plan/1179188"
"1509","•","NKZ","VOR","B142 (AWY-LO)","35,000 / 10,668","45.83083 / 62.12861","27  / 1113 nm","NOVOKAZALINSK VOR-DME","https://flightplandatabase.com/plan/1179188"
"1510","•","KZO","VOR","A356 (AWY-LO)","35,000 / 10,668","44.70667 / 65.60000","161  / 1275 nm","KYZYLORDA VOR-DME","https://flightplandatabase.com/plan/1179188"
"1511","•","ULMAK","FIX","A352 (AWY-LO)","35,000 / 10,668","43.59556 / 67.80667","116  / 1391 nm","","https://flightplandatabase.com/plan/1179188"
"1512","•","GENDI","FIX","A352 (AWY-HI)","35,000 / 10,668","43.30000 / 68.36667","30  / 1421 nm","","https://flightplandatabase.com/plan/1179188"
"1513","•","VAGRI","FIX","R482 (AWY-LO)","35,000 / 10,668","43.17944 / 68.51500","9  / 1431 nm","","https://flightplandatabase.com/plan/1179188"
"1514","•","BEDIK","FIX","R482 (AWY-LO)","35,000 / 10,668","42.76361 / 69.02111","33  / 1464 nm","","https://flightplandatabase.com/plan/1179188"
"1515","•","SMK","VOR","R482 (AWY-LO)","35,000 / 10,668","42.35861 / 69.50472","32  / 1497 nm","SHYMKENT VOR-DME","https://flightplandatabase.com/plan/1179188"
"1516","•","ADESA","FIX","A126 (AWY-LO)","35,000 / 10,668","42.16111 / 69.81500","18  / 1515 nm","","https://flightplandatabase.com/plan/1179188"
"1517","•","TULGA","FIX","A126 (AWY-LO)","35,000 / 10,668","41.89639 / 70.20111","23  / 1538 nm","","https://flightplandatabase.com/plan/1179188"
"1518","•","FIKAS","FIX","P206 (AWY-LO)","35,000 / 10,668","41.46667 / 70.83333","38  / 1577 nm","","https://flightplandatabase.com/plan/1179188"
"1519","•","ABDOK","FIX","P206 (AWY-LO)","35,000 / 10,668","41.29167 / 71.12500","16  / 1593 nm","","https://flightplandatabase.com/plan/1179188"
"1520","•","SA","NDB","P206 (AWY-LO)","35,000 / 10,668","40.96833 / 71.62167","29  / 1623 nm","NAMANGAN NDB","https://flightplandatabase.com/plan/1179188"
"1521","•","AN","NDB","G134 (AWY-LO)","35,000 / 10,668","40.69833 / 72.25000","32  / 1656 nm","ANDIZHAN NDB","https://flightplandatabase.com/plan/1179188"
"1522","•","OGODA","FIX","G134 (AWY-LO)","35,000 / 10,668","40.66667 / 72.58333","15  / 1671 nm","","https://flightplandatabase.com/plan/1179188"
"1523","•","OSH","VOR","G134 (AWY-LO)","35,000 / 10,668","40.63667 / 72.74333","7  / 1679 nm","","https://flightplandatabase.com/plan/1179188"
"1524","•","4000N07500E","LATLON","-","35,000 / 10,668","40.00000 / 75.00000","110  / 1789 nm","","https://flightplandatabase.com/plan/1179188"
"1525","•","KHG","VOR","-","35,000 / 10,668","39.54667 / 76.02333","54  / 1843 nm","KASHI VOR-DME","https://flightplandatabase.com/plan/1179188"
"1526","•","SCH","VOR","A364 (AWY-LO)","35,000 / 10,668","38.42833 / 77.24000","87  / 1931 nm","SHACHE VOR-DME","https://flightplandatabase.com/plan/1179188"
"1527","•","3600N08000E","LATLON","-","35,000 / 10,668","36.00000 / 80.00000","196  / 2128 nm","","https://flightplandatabase.com/plan/1179188"
"1528","•","3500N08000E","LATLON","-","35,000 / 10,668","35.00000 / 80.00000","60  / 2188 nm","","https://flightplandatabase.com/plan/1179188"
"1529","•","3400N08000E","LATLON","-","35,000 / 10,668","34.00000 / 80.00000","60  / 2248 nm","","https://flightplandatabase.com/plan/1179188"
"1530","•","3300N08000E","LATLON","-","35,000 / 10,668","33.00000 / 80.00000","60  / 2308 nm","","https://flightplandatabase.com/plan/1179188"
"1531","•","PHR","NDB","-","35,000 / 10,668","28.20056 / 83.98444","354  / 2662 nm","POKHARA NDB-DME","https://flightplandatabase.com/plan/1179188"
"1532","•","MANKA","FIX","W41 (AWY-LO)","35,000 / 10,668","28.00778 / 84.48528","28  / 2691 nm","","https://flightplandatabase.com/plan/1179188"
"1533","•","KTM","VOR","W41 (AWY-LO)","35,000 / 10,668","27.67472 / 85.34917","50  / 2741 nm","KATHMANDU VOR-DME","https://flightplandatabase.com/plan/1179188"
"1534","•","AHALE","FIX","R344 (AWY-LO)","35,000 / 10,668","27.19667 / 86.11806","50  / 2791 nm","","https://flightplandatabase.com/plan/1179188"
"1535","•","CHURE","FIX","R344 (AWY-LO)","35,000 / 10,668","26.86333 / 86.65194","34  / 2826 nm","","https://flightplandatabase.com/plan/1179188"
"1536","•","BRT","VOR","R344 (AWY-LO)","35,000 / 10,668","26.48083 / 87.26306","40  / 2866 nm","BIRATNAGAR VOR-DME","https://flightplandatabase.com/plan/1179188"
"1537","•","KH","NDB","R344 (AWY-LO)","35,000 / 10,668","25.56714 / 87.55572","57  / 2923 nm","KATIHAR NDB","https://flightplandatabase.com/plan/1179188"
"1538","•","REDAP","FIX","R344 (AWY-LO)","35,000 / 10,668","24.90054 / 88.18481","52  / 2976 nm","","https://flightplandatabase.com/plan/1179188"
"1539","•","RAJ","VOR","R344 (AWY-LO)","35,000 / 10,668","24.44004 / 88.61502","36  / 3012 nm","RAJSHAHI VOR","https://flightplandatabase.com/plan/1179188"
"1540","•","BATEL","FIX","G463 (AWY-LO)","35,000 / 10,668","24.11167 / 89.58222","56  / 3069 nm","","https://flightplandatabase.com/plan/1179188"
"1541","•","OLPAS","FIX","G463 (AWY-LO)","35,000 / 10,668","23.95889 / 90.00139","24  / 3094 nm","","https://flightplandatabase.com/plan/1179188"
"1542","•","DAC","VOR","G463 (AWY-LO)","35,000 / 10,668","23.82468 / 90.41260","23  / 3118 nm","DHAKA VOR-DME","https://flightplandatabase.com/plan/1179188"
"1543","•","KANDI","FIX","G463 (AWY-LO)","35,000 / 10,668","23.50361 / 90.70139","24  / 3143 nm","","https://flightplandatabase.com/plan/1179188"
"1544","•","ADMIL","FIX","G463 (AWY-LO)","35,000 / 10,668","23.18083 / 90.99056","25  / 3168 nm","","https://flightplandatabase.com/plan/1179188"
"1545","•","DAC75","FIX","G463 (AWY-LO)","35,000 / 10,668","22.86743 / 91.28030","24  / 3192 nm","","https://flightplandatabase.com/plan/1179188"
"1546","•","ONEKA","FIX","G463 (AWY-LO)","35,000 / 10,668","22.58000 / 91.53722","22  / 3215 nm","","https://flightplandatabase.com/plan/1179188"
"1547","•","CTG","VOR","G463 (AWY-LO)","35,000 / 10,668","22.25774 / 91.82748","25  / 3240 nm","CHITTAGONG VOR-DME","https://flightplandatabase.com/plan/1179188"
"1548","•","TANAP","FIX","G463 (AWY-LO)","35,000 / 10,668","21.94083 / 92.11028","24  / 3265 nm","","https://flightplandatabase.com/plan/1179188"
"1549","•","AVLED","FIX","G463 (AWY-LO)","35,000 / 10,668","21.66756 / 92.34686","21  / 3286 nm","","https://flightplandatabase.com/plan/1179188"
"1550","•","NIVOG","FIX","G463 (AWY-LO)","21,500 / 6,553","18.45119 / 95.44656","260  / 3546 nm","","https://flightplandatabase.com/plan/1179188"
"1551","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","100  / 3647 nm","YANGON INTL","https://flightplandatabase.com/plan/1179188"
"1552","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/80734"
"1553","•","PTN","VOR","-","26,900 / 8,199","16.81461 / 94.77667","78  / 78 nm","PATHEIN VOR-DME","https://flightplandatabase.com/plan/80734"
"1554","•","IBITA","FIX","P646 (AWY-HI)","34,000 / 10,363","18.92000 / 91.99694","203  / 281 nm","","https://flightplandatabase.com/plan/80734"
"1555","•","DOPID","FIX","P646 (AWY-HI)","34,000 / 10,363","20.91755 / 89.20448","198  / 479 nm","","https://flightplandatabase.com/plan/80734"
"1556","•","JJS","VOR","P646 (AWY-HI)","34,000 / 10,363","22.81236 / 86.16761","203  / 683 nm","JAMSHEDPUR VOR-DME","https://flightplandatabase.com/plan/80734"
"1557","•","LAPAN","FIX","B209 (AWY-HI)","34,000 / 10,363","23.73195 / 83.43545","160  / 843 nm","","https://flightplandatabase.com/plan/80734"
"1558","•","VILOP","FIX","B209 (AWY-HI)","34,000 / 10,363","24.19217 / 81.99813","83  / 927 nm","","https://flightplandatabase.com/plan/80734"
"1559","•","KKJ","VOR","B209 (AWY-HI)","34,000 / 10,363","24.81487 / 79.91868","119  / 1047 nm","KHAJURAHO VOR-DME","https://flightplandatabase.com/plan/80734"
"1560","•","MEMID","FIX","B209 (AWY-HI)","34,000 / 10,363","25.60867 / 78.29861","100  / 1147 nm","","https://flightplandatabase.com/plan/80734"
"1561","•","BAVOX","FIX","B209 (AWY-HI)","34,000 / 10,363","26.14194 / 77.21542","66  / 1214 nm","","https://flightplandatabase.com/plan/80734"
"1562","•","INTIL","FIX","B209 (AWY-HI)","34,000 / 10,363","26.46414 / 76.54467","40  / 1254 nm","","https://flightplandatabase.com/plan/80734"
"1563","•","JJP","VOR","B209 (AWY-HI)","34,000 / 10,363","26.82486 / 75.80067","45  / 1300 nm","JAIPUR VOR-DME","https://flightplandatabase.com/plan/80734"
"1564","•","KABEL","FIX","L333 (AWY-HI)","34,000 / 10,363","27.73331 / 73.83769","118  / 1418 nm","","https://flightplandatabase.com/plan/80734"
"1565","•","TIGER","FIX","L333 (AWY-HI)","34,000 / 10,363","28.46694 / 72.24944","94  / 1513 nm","","https://flightplandatabase.com/plan/80734"
"1566","•","RK","VOR","G202 (AWY-HI)","34,000 / 10,363","28.36565 / 70.27315","104  / 1618 nm","RAHIM YAR KHAN VOR-DME","https://flightplandatabase.com/plan/80734"
"1567","•","ALEKA","FIX","G452 (AWY-HI)","34,000 / 10,363","28.60000 / 68.83333","77  / 1695 nm","","https://flightplandatabase.com/plan/80734"
"1568","•","ROVER","FIX","G452 (AWY-HI)","34,000 / 10,363","28.70028 / 68.06667","40  / 1736 nm","","https://flightplandatabase.com/plan/80734"
"1569","•","GASIR","FIX","G452 (AWY-HI)","34,000 / 10,363","28.88861 / 66.68028","73  / 1810 nm","","https://flightplandatabase.com/plan/80734"
"1570","•","LAKRA","FIX","G452 (AWY-HI)","34,000 / 10,363","28.91614 / 66.44064","12  / 1822 nm","","https://flightplandatabase.com/plan/80734"
"1571","•","SOKIR","FIX","G452 (AWY-HI)","34,000 / 10,363","29.13361 / 64.41722","107  / 1929 nm","","https://flightplandatabase.com/plan/80734"
"1572","•","ZDN","VOR","J177 (AWY-HI)","34,000 / 10,363","29.48675 / 60.90161","185  / 2115 nm","ZAHEDAN VOR-DME","https://flightplandatabase.com/plan/80734"
"1573","•","DANUS","FIX","G452 (AWY-HI)","34,000 / 10,363","29.60389 / 60.34278","30  / 2145 nm","","https://flightplandatabase.com/plan/80734"
"1574","•","ORDAD","FIX","G452 (AWY-HI)","34,000 / 10,363","30.07750 / 57.92556","129  / 2274 nm","","https://flightplandatabase.com/plan/80734"
"1575","•","ALKES","FIX","G452 (AWY-HI)","34,000 / 10,363","30.15000 / 57.52750","21  / 2295 nm","","https://flightplandatabase.com/plan/80734"
"1576","•","KER","VOR","G452 (AWY-HI)","34,000 / 10,363","30.25211 / 56.96119","30  / 2325 nm","KERMAN VOR-DME","https://flightplandatabase.com/plan/80734"
"1577","•","ALMOB","FIX","R654 (AWY-HI)","34,000 / 10,363","30.54750 / 56.49333","30  / 2355 nm","","https://flightplandatabase.com/plan/80734"
"1578","•","BOMUN","FIX","R654 (AWY-HI)","34,000 / 10,363","31.61028 / 54.76389","109  / 2464 nm","","https://flightplandatabase.com/plan/80734"
"1579","•","YZD","VOR","R654 (AWY-HI)","34,000 / 10,363","31.89761 / 54.28275","30  / 2494 nm","YAZD SHAHID SADOOGHI VOR-DME","https://flightplandatabase.com/plan/80734"
"1580","•","BONIK","FIX","R654 (AWY-HI)","34,000 / 10,363","32.09111 / 53.73917","30  / 2525 nm","","https://flightplandatabase.com/plan/80734"
"1581","•","LADAL","FIX","R654 (AWY-HI)","34,000 / 10,363","32.37389 / 52.92861","44  / 2569 nm","","https://flightplandatabase.com/plan/80734"
"1582","•","ISN","VOR","R654 (AWY-HI)","34,000 / 10,363","32.74697 / 51.82800","60  / 2629 nm","ESFAHAN VOR-DME","https://flightplandatabase.com/plan/80734"
"1583","•","LAKMA","FIX","G202 (AWY-HI)","34,000 / 10,363","32.98444 / 50.67472","59  / 2689 nm","","https://flightplandatabase.com/plan/80734"
"1584","•","RASLA","FIX","G202 (AWY-HI)","34,000 / 10,363","33.16944 / 49.73472","48  / 2738 nm","","https://flightplandatabase.com/plan/80734"
"1585","•","NOTSA","FIX","G202 (AWY-HI)","34,000 / 10,363","33.29722 / 49.04000","35  / 2773 nm","","https://flightplandatabase.com/plan/80734"
"1586","•","KRD","VOR","G202 (AWY-HI)","34,000 / 10,363","33.43514 / 48.28911","38  / 2812 nm","KHORAM ABAD VOR-DME","https://flightplandatabase.com/plan/80734"
"1587","•","ILM","VOR","G202 (AWY-HI)","34,000 / 10,363","33.57842 / 46.41539","94  / 2906 nm","ILAM VOR-DME","https://flightplandatabase.com/plan/80734"
"1588","•","RAGET","FIX","G202 (AWY-HI)","34,000 / 10,363","33.51333 / 45.89667","26  / 2932 nm","","https://flightplandatabase.com/plan/80734"
"1589","•","PARUN","FIX","G202 (AWY-HI)","34,000 / 10,363","33.40333 / 45.03367","43  / 2976 nm","","https://flightplandatabase.com/plan/80734"
"1590","•","BGD","VOR","G202 (AWY-HI)","34,000 / 10,363","33.26072 / 44.24925","40  / 3016 nm","BAGHDAD VOR","https://flightplandatabase.com/plan/80734"
"1591","•","PUSTO","FIX","G202 (AWY-HI)","34,000 / 10,363","33.35000 / 42.75000","75  / 3092 nm","","https://flightplandatabase.com/plan/80734"
"1592","•","RAPLU","FIX","G202 (AWY-HI)","34,000 / 10,363","33.38333 / 41.75833","49  / 3142 nm","","https://flightplandatabase.com/plan/80734"
"1593","•","MODIK","FIX","G202 (AWY-HI)","26,800 / 8,169","33.46833 / 39.01667","137  / 3279 nm","","https://flightplandatabase.com/plan/80734"
"1594","•","TAN","VOR","G202 (AWY-HI)","22,900 / 6,980","33.48238 / 38.65406","18  / 3297 nm","TANF VOR-DME","https://flightplandatabase.com/plan/80734"
"1595","O","OSDI","APT","-","0 / 0","33.41063 / 36.51426","107  / 3405 nm","DAMASCUS INTL","https://flightplandatabase.com/plan/80734"
"1596","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/929134"
"1597","•","PTN","VOR","-","27,900 / 8,504","16.81461 / 94.77667","78  / 78 nm","PATHEIN VOR-DME","https://flightplandatabase.com/plan/929134"
"1598","•","SAGOD","FIX","G472 (AWY-LO)","35,000 / 10,668","17.93006 / 91.99697","172  / 251 nm","","https://flightplandatabase.com/plan/929134"
"1599","•","BUBKO","FIX","G472 (AWY-LO)","35,000 / 10,668","19.18436 / 88.66403","204  / 455 nm","","https://flightplandatabase.com/plan/929134"
"1600","•","BBS","VOR","G472 (AWY-LO)","35,000 / 10,668","20.24478 / 85.81131","173  / 628 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/929134"
"1601","•","OPASA","FIX","G472 (AWY-LO)","35,000 / 10,668","20.58417 / 82.95639","161  / 790 nm","","https://flightplandatabase.com/plan/929134"
"1602","•","IKOSI","FIX","G472 (AWY-LO)","35,000 / 10,668","20.71747 / 81.94819","57  / 847 nm","","https://flightplandatabase.com/plan/929134"
"1603","•","NNP","VOR","G472 (AWY-LO)","35,000 / 10,668","21.11158 / 79.01994","165  / 1013 nm","NAGPUR VOR-DME","https://flightplandatabase.com/plan/929134"
"1604","•","TAMID","FIX","G450 (AWY-LO)","35,000 / 10,668","20.68827 / 77.84872","70  / 1084 nm","","https://flightplandatabase.com/plan/929134"
"1605","•","NINAT","FIX","G450 (AWY-LO)","35,000 / 10,668","20.54661 / 77.41544","25  / 1110 nm","","https://flightplandatabase.com/plan/929134"
"1606","•","DUBOX","FIX","G450 (AWY-LO)","35,000 / 10,668","20.37078 / 76.83219","34  / 1144 nm","","https://flightplandatabase.com/plan/929134"
"1607","•","AAU","VOR","G450 (AWY-LO)","35,000 / 10,668","19.86472 / 75.39405","86  / 1231 nm","AURANGABAD VOR-DME","https://flightplandatabase.com/plan/929134"
"1608","•","AKTIV","FIX","L301 (AWY-LO)","35,000 / 10,668","20.25078 / 73.24933","123  / 1354 nm","","https://flightplandatabase.com/plan/929134"
"1609","•","NOBAT","FIX","L301 (AWY-LO)","35,000 / 10,668","21.15069 / 68.00003","299  / 1654 nm","","https://flightplandatabase.com/plan/929134"
"1610","•","LADOT","FIX","L301 (AWY-LO)","35,000 / 10,668","22.08394 / 66.00028","124  / 1779 nm","","https://flightplandatabase.com/plan/929134"
"1611","•","RASKI","FIX","L301 (AWY-LO)","35,000 / 10,668","23.05833 / 63.86667","132  / 1911 nm","","https://flightplandatabase.com/plan/929134"
"1612","•","SETSI","FIX","N881 (AWY-HI)","35,000 / 10,668","23.07000 / 61.73611","117  / 2028 nm","","https://flightplandatabase.com/plan/929134"
"1613","•","MUSRU","FIX","N881 (AWY-HI)","35,000 / 10,668","23.04889 / 59.37306","130  / 2159 nm","","https://flightplandatabase.com/plan/929134"
"1614","•","GIDAN","FIX","N881 (AWY-HI)","35,000 / 10,668","23.01778 / 58.37556","55  / 2214 nm","","https://flightplandatabase.com/plan/929134"
"1615","•","GEVED","FIX","M628 (AWY-HI)","35,000 / 10,668","23.01806 / 57.85306","28  / 2243 nm","","https://flightplandatabase.com/plan/929134"
"1616","•","TULBU","FIX","M628 (AWY-HI)","35,000 / 10,668","23.00139 / 57.30750","30  / 2273 nm","","https://flightplandatabase.com/plan/929134"
"1617","•","EGVAN","FIX","M628 (AWY-HI)","35,000 / 10,668","23.02417 / 56.31861","54  / 2328 nm","","https://flightplandatabase.com/plan/929134"
"1618","•","LABSA","FIX","M628 (AWY-HI)","35,000 / 10,668","23.03139 / 55.91806","22  / 2350 nm","","https://flightplandatabase.com/plan/929134"
"1619","•","LUDID","FIX","M628 (AWY-HI)","35,000 / 10,668","23.04083 / 55.30000","34  / 2384 nm","","https://flightplandatabase.com/plan/929134"
"1620","•","NIGEL","FIX","UM628 (AWY-HI)","35,000 / 10,668","23.03219 / 55.24255","3  / 2387 nm","","https://flightplandatabase.com/plan/929134"
"1621","•","ALPEK","FIX","UM628 (AWY-HI)","35,000 / 10,668","22.78000 / 53.99500","70  / 2458 nm","","https://flightplandatabase.com/plan/929134"
"1622","•","KITAP","FIX","M628 (AWY-HI)","35,000 / 10,668","22.82444 / 52.48972","83  / 2541 nm","","https://flightplandatabase.com/plan/929134"
"1623","•","MIGMA","FIX","M628 (AWY-HI)","35,000 / 10,668","22.84306 / 51.46361","56  / 2598 nm","","https://flightplandatabase.com/plan/929134"
"1624","•","KIPOM","FIX","M628 (AWY-HI)","35,000 / 10,668","22.88778 / 50.25500","66  / 2665 nm","","https://flightplandatabase.com/plan/929134"
"1625","•","DEGNO","FIX","M628 (AWY-HI)","35,000 / 10,668","22.99610 / 48.99819","69  / 2735 nm","","https://flightplandatabase.com/plan/929134"
"1626","•","AMBAG","FIX","M628 (AWY-HI)","35,000 / 10,668","23.09131 / 47.76975","68  / 2803 nm","","https://flightplandatabase.com/plan/929134"
"1627","•","DEBAS","FIX","M628 (AWY-HI)","35,000 / 10,668","23.18292 / 46.45778","72  / 2876 nm","","https://flightplandatabase.com/plan/929134"
"1628","•","UMRAN","FIX","M628 (AWY-HI)","35,000 / 10,668","23.25222 / 45.33972","61  / 2938 nm","","https://flightplandatabase.com/plan/929134"
"1629","•","LABEB","FIX","M628 (AWY-HI)","35,000 / 10,668","23.28222 / 42.79944","140  / 3078 nm","","https://flightplandatabase.com/plan/929134"
"1630","•","KUTOL","FIX","UM309 (AWY-HI)","35,000 / 10,668","23.12167 / 42.36306","25  / 3104 nm","","https://flightplandatabase.com/plan/929134"
"1631","•","KEBUK","FIX","UM309 (AWY-HI)","29,800 / 9,083","22.74944 / 41.36778","59  / 3163 nm","","https://flightplandatabase.com/plan/929134"
"1632","•","TOXUL","FIX","UM309 (AWY-HI)","27,000 / 8,230","22.66528 / 41.14556","13  / 3176 nm","","https://flightplandatabase.com/plan/929134"
"1633","•","EGMAN","FIX","UM309 (AWY-HI)","12,900 / 3,932","22.24556 / 40.05417","65  / 3242 nm","","https://flightplandatabase.com/plan/929134"
"1634","O","OEJN","APT","-","0 / 0","21.68132 / 39.15565","60  / 3303 nm","Jeddah King Abdulaziz Intl","https://flightplandatabase.com/plan/929134"
"1635","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/296245"
"1636","•","DOMAP","FIX","-","35,000 / 10,668","15.70142 / 97.36306","101  / 101 nm","","https://flightplandatabase.com/plan/296245"
"1637","•","POXEM","FIX","B463 (AWY-HI)","35,000 / 10,668","15.44308 / 97.49639","17  / 118 nm","","https://flightplandatabase.com/plan/296245"
"1638","•","DWI","VOR","B463 (AWY-HI)","35,000 / 10,668","14.09819 / 98.19967","90  / 209 nm","DAWEI VOR-DME","https://flightplandatabase.com/plan/296245"
"1639","•","EKAVO","FIX","B463 (AWY-HI)","35,000 / 10,668","11.62669 / 99.50622","166  / 376 nm","","https://flightplandatabase.com/plan/296245"
"1640","•","MENEX","FIX","B463 (AWY-HI)","35,000 / 10,668","11.14186 / 99.76183","32  / 408 nm","","https://flightplandatabase.com/plan/296245"
"1641","•","UPNEP","FIX","B463 (AWY-HI)","35,000 / 10,668","9.70364 / 100.49344","96  / 505 nm","","https://flightplandatabase.com/plan/296245"
"1642","•","SUPIN","FIX","B463 (AWY-HI)","35,000 / 10,668","8.77049 / 100.96522","62  / 568 nm","","https://flightplandatabase.com/plan/296245"
"1643","•","SUWAN","FIX","B463 (AWY-HI)","35,000 / 10,668","8.05542 / 101.33835","48  / 616 nm","","https://flightplandatabase.com/plan/296245"
